customer_id,company_name,industry,company_size,city,state,region,signup_date,acquisition_channel
C1382,True Creative,Education,11-50,Austin,TX,South,2025-01-02,Webinar
C1383,Harbor Cloud,Technology,51-200,Boston,MA,East,2025-12-08,LinkedIn
C1384,Alpine Talent,Technology,1-10,Detroit,MI,Midwest,2026-06-19,Google Ads
C1385,Keystone Media,Education,11-50,Portland,OR,West,2026-06-19,LinkedIn
C1386,Ember Dynamics,E-commerce & Retail,11-50,Washington,DC,East,2025-02-03,Google Ads
C1387,Apex Energy,Healthcare,201-500,Detroit,MI,Midwest,2026-02-23,Google Ads
C1388,Central Supply,Education,51-200,San Francisco,CA,West,2025-08-17,LinkedIn
C1389,Bright Marketing,Professional Services,201-500,Houston,TX,South,2026-05-08,Referral
C1390,Juniper Studios,Finance,11-50,Los Angeles,CA,West,2025-02-22,Google Ads
C1391,Clear Energy,Manufacturing,1-10,Philadelphia,PA,East,2026-06-30,Cold Outreach
C1392,Drift Works,Marketing & Media,11-50,Seattle,WA,West,2026-04-13,Referral
C1393,Bright Digital,Technology,500+,Washington,DC,East,2025-04-09,Referral
C1394,True Supply,Professional Services,1-10,Houston,TX,South,2025-02-09,Google Ads
C1395,Quantum Logistics,Finance,1-10,Denver,CO,West,2026-04-18,Organic Search
C1396,Metro Events,Professional Services,500+,San Francisco,CA,West,2025-04-02,Google Ads
C1397,Alpine Marketing,Technology,500+,New York,NY,East,2025-12-15,Google Ads
C1398,North Trading,Technology,1-10,Denver,CO,West,2026-05-01,Organic Search
C1399,Harbor Farms,Technology,51-200,Philadelphia,PA,East,2026-01-02,Organic Search
C1400,Swift Capital,Healthcare,11-50,Kansas City,MO,Midwest,2025-09-13,Google Ads
C1401,Swift Partners,Education,11-50,San Diego,CA,West,2025-10-24,Google Ads
C1402,Ember Supply,Finance,11-50,Philadelphia,PA,East,2025-02-25,Webinar
C1403,Copper Forge,Technology,500+,Boston,MA,East,2026-06-03,Cold Outreach
C1404,Rapid Insights,Finance,1-10,Seattle,WA,West,2025-08-08,Organic Search
C1405,Pioneer Marketing,Marketing & Media,51-200,San Francisco,CA,West,2025-05-14,Webinar
C1406,Onyx Media,E-commerce & Retail,1-10,Austin,TX,South,2025-07-18,Google Ads
C1407,Flint Group,E-commerce & Retail,51-200,Charlotte,NC,South,2026-06-30,Organic Search
C1408,Iron Services,Technology,51-200,Austin,TX,South,2025-03-22,Cold Outreach
C1409,Haven Legal,Finance,51-200,Baltimore,MD,East,2026-05-17,Organic Search
C1410,Mosaic Builders,E-commerce & Retail,500+,Philadelphia,PA,East,2026-02-02,Google Ads
C1411,Apex Creative,Marketing & Media,51-200,Detroit,MI,Midwest,2026-04-03,Organic Search
C1412,Summit Travel,Finance,51-200,Kansas City,MO,Midwest,2026-06-05,LinkedIn
C1413,Lunar Talent,Healthcare,11-50,Detroit,MI,Midwest,2026-04-20,LinkedIn
C1414,Pioneer Brands,Finance,500+,Seattle,WA,West,2026-06-10,Organic Search
C1415,Coastal Motors,Technology,11-50,Kansas City,MO,Midwest,2025-04-08,Organic Search
C1416,Golden Biotech,Marketing & Media,11-50,Dallas,TX,South,2026-04-21,Google Ads
C1417,Orbit Events,Education,11-50,Miami,FL,South,2025-12-26,LinkedIn
C1418,United Works,Marketing & Media,11-50,Houston,TX,South,2025-12-14,Google Ads
C1419,Ember Creative,Education,51-200,Minneapolis,MN,Midwest,2026-05-28,Cold Outreach
C1420,Delta Optics,Finance,11-50,Washington,DC,East,2026-06-23,Referral
C1421,Peak Retail,Finance,11-50,Houston,TX,South,2026-02-21,Organic Search
C1422,Pixel Systems,Education,500+,Charlotte,NC,South,2025-11-27,Referral
C1423,Beacon Security,Finance,500+,Charlotte,NC,South,2025-10-06,Google Ads
C1424,Coastal Apps,Marketing & Media,11-50,Atlanta,GA,South,2025-09-23,Organic Search
C1425,Delta Supply,Technology,500+,Portland,OR,West,2025-09-29,Organic Search
C1426,Stellar Solutions,E-commerce & Retail,11-50,Baltimore,MD,East,2025-09-30,Organic Search
C1427,Fusion Solutions,Finance,11-50,New York,NY,East,2025-03-18,Referral
C1428,Nova Works,Education,201-500,Houston,TX,South,2025-03-24,Webinar
C1429,Golden Finance,Finance,51-200,Charlotte,NC,South,2026-03-28,Organic Search
C1430,Peak Print,Finance,51-200,Austin,TX,South,2025-10-27,Organic Search
C1431,Zen Foods,Marketing & Media,11-50,Nashville,TN,South,2026-06-27,LinkedIn
C1432,Fusion Finance,Technology,11-50,New York,NY,East,2026-01-26,Organic Search
C1433,Anchor Travel,Education,1-10,Denver,CO,West,2025-01-12,Google Ads
C1434,Rapid Labs,Technology,500+,Nashville,TN,South,2025-04-22,Webinar
C1435,Solar Wellness,Professional Services,11-50,Kansas City,MO,Midwest,2025-06-13,Cold Outreach
C1436,Lunar Stores,Technology,11-50,Nashville,TN,South,2026-06-25,Webinar
C1437,Anchor Sports,Healthcare,1-10,Detroit,MI,Midwest,2025-06-25,Google Ads
C1438,Indigo Apps,Technology,51-200,Minneapolis,MN,Midwest,2025-12-29,Google Ads
C1439,Ember Data,Education,11-50,Baltimore,MD,East,2026-06-18,Organic Search
C1440,Atlas Creative,Technology,51-200,Houston,TX,South,2026-06-15,Webinar
C1441,Keystone Tech,Healthcare,51-200,Baltimore,MD,East,2025-06-05,Google Ads
C1442,Copper Solutions,Professional Services,1-10,Washington,DC,East,2025-02-18,Google Ads
C1443,Rapid Print,E-commerce & Retail,1-10,San Francisco,CA,West,2025-04-17,Google Ads
C1444,North Travel,Technology,1-10,Los Angeles,CA,West,2025-02-15,Referral
C1445,Keystone Insights,Education,51-200,San Diego,CA,West,2025-05-21,Cold Outreach
C1446,North Legal,Finance,201-500,Nashville,TN,South,2026-01-27,Referral
C1447,Flint Networks,Technology,11-50,Denver,CO,West,2026-05-05,Google Ads
C1448,Clear Digital,Finance,51-200,New York,NY,East,2025-12-14,Referral
C1449,Summit Brands,Education,11-50,Baltimore,MD,East,2026-01-23,Organic Search
C1450,Apex Capital,Finance,201-500,Baltimore,MD,East,2025-05-26,Google Ads
C1451,Drift Commerce,E-commerce & Retail,500+,Kansas City,MO,Midwest,2026-04-24,Organic Search
C1452,Nova Retail,E-commerce & Retail,51-200,Washington,DC,East,2026-01-25,LinkedIn
C1453,Core Builders,Finance,1-10,San Diego,CA,West,2026-05-27,Organic Search
C1454,Stellar Digital,Marketing & Media,11-50,Columbus,OH,Midwest,2026-06-29,Webinar
C1455,Copper Commerce,E-commerce & Retail,500+,Nashville,TN,South,2025-08-19,Organic Search
C1456,Keystone Ventures,Marketing & Media,11-50,Miami,FL,South,2025-03-08,Organic Search
C1457,Golden Marketing,Technology,51-200,Nashville,TN,South,2025-06-17,Referral
C1458,Canyon Logistics,Marketing & Media,500+,Seattle,WA,West,2025-10-22,Referral
C1459,Harbor Learning,Professional Services,51-200,Atlanta,GA,South,2026-06-04,Google Ads
C1460,Stellar Sports,Marketing & Media,51-200,Seattle,WA,West,2025-09-23,LinkedIn
C1461,Anchor Brands,Marketing & Media,11-50,Philadelphia,PA,East,2026-03-17,Google Ads
C1462,Mosaic Creative,Technology,500+,San Diego,CA,West,2025-12-30,Organic Search
C1463,Fusion Sports,Technology,11-50,Austin,TX,South,2025-05-07,Referral
C1464,Maple Wellness,Manufacturing,201-500,San Diego,CA,West,2025-08-29,LinkedIn
C1465,Iron Automation,Healthcare,11-50,San Diego,CA,West,2026-01-14,Organic Search
C1466,Spark Cloud,E-commerce & Retail,51-200,Portland,OR,West,2026-02-17,Google Ads
C1467,Nimbus Health,Education,201-500,Houston,TX,South,2025-10-21,LinkedIn
C1468,Silver Capital,Marketing & Media,51-200,San Francisco,CA,West,2025-06-18,Organic Search
C1469,United Realty,Education,11-50,Washington,DC,East,2026-02-26,Webinar
C1470,Solar Farms,Manufacturing,1-10,Seattle,WA,West,2025-05-06,LinkedIn
C1471,Orbit Biotech,E-commerce & Retail,201-500,Dallas,TX,South,2026-06-22,Cold Outreach
C1472,Coastal Consulting,E-commerce & Retail,51-200,Phoenix,AZ,West,2025-05-31,Organic Search
C1473,Coastal Supply,Finance,11-50,Detroit,MI,Midwest,2025-03-07,Cold Outreach
C1474,Core Realty,Professional Services,201-500,Phoenix,AZ,West,2025-11-08,Google Ads
C1475,Indigo Forge,Technology,500+,Los Angeles,CA,West,2025-12-15,Organic Search
C1476,Solar Insights,E-commerce & Retail,201-500,Denver,CO,West,2025-11-22,Google Ads
C1477,Legacy Print,Marketing & Media,51-200,Phoenix,AZ,West,2025-10-30,Google Ads
C1478,Pixel Tech,Healthcare,500+,Washington,DC,East,2026-06-24,Webinar
C1479,Solid Group,Professional Services,201-500,Phoenix,AZ,West,2025-11-24,Referral
C1480,Core Brands,Healthcare,1-10,Chicago,IL,Midwest,2025-11-14,LinkedIn
C1481,Golden Learning,Technology,500+,Philadelphia,PA,East,2025-10-21,LinkedIn
C1482,Canyon Motors,E-commerce & Retail,51-200,San Diego,CA,West,2025-02-06,LinkedIn
C1483,Maple Robotics,Professional Services,500+,Baltimore,MD,East,2026-01-15,LinkedIn
C1484,Delta Logistics,E-commerce & Retail,51-200,San Diego,CA,West,2025-06-06,Cold Outreach
C1485,Juniper Networks,Professional Services,51-200,Seattle,WA,West,2026-01-01,LinkedIn
C1486,Orbit Tech,Education,11-50,Los Angeles,CA,West,2025-02-24,Referral
C1487,Solar Optics,Professional Services,1-10,San Francisco,CA,West,2026-06-25,Organic Search
C1488,Silver Data,Marketing & Media,11-50,San Diego,CA,West,2025-11-16,Webinar
C1489,Golden Trading,Finance,51-200,Detroit,MI,Midwest,2026-05-01,Google Ads
C1490,Clear Services,Professional Services,201-500,Dallas,TX,South,2025-11-03,Organic Search
C1491,Drift Travel,Professional Services,1-10,Detroit,MI,Midwest,2025-02-04,Cold Outreach
C1492,Iron Apps,Technology,1-10,San Diego,CA,West,2026-04-22,Google Ads
C1493,Bold Supply,Technology,51-200,Chicago,IL,Midwest,2026-01-07,Google Ads
C1494,Solid Automation,Marketing & Media,11-50,New York,NY,East,2026-03-08,Organic Search
C1495,Urban Studios,Education,1-10,Seattle,WA,West,2025-10-27,Organic Search
C1496,Vertex Optics,Professional Services,1-10,Austin,TX,South,2026-01-28,Webinar
C1497,Vertex Gaming,Healthcare,51-200,Los Angeles,CA,West,2026-04-23,Cold Outreach
C1498,Grove Solutions,Technology,51-200,Baltimore,MD,East,2026-01-10,Organic Search
C1499,Onyx Print,Marketing & Media,201-500,Austin,TX,South,2025-08-18,Webinar
C1500,Onyx Data,Professional Services,11-50,Houston,TX,South,2026-01-07,Referral
C1501,Central Networks,Marketing & Media,1-10,Philadelphia,PA,East,2026-02-25,Cold Outreach
C1502,Drift Print,Technology,201-500,Baltimore,MD,East,2026-06-03,Google Ads
C1503,Metro Farms,Marketing & Media,500+,Los Angeles,CA,West,2025-09-23,LinkedIn
C1504,Haven Talent,Education,11-50,Detroit,MI,Midwest,2025-10-16,Google Ads
C1505,Lunar Consulting,Finance,201-500,Phoenix,AZ,West,2026-04-23,Google Ads
C1506,Rapid Solutions,Technology,51-200,San Francisco,CA,West,2025-11-14,Referral
C1507,North Wellness,Marketing & Media,201-500,Denver,CO,West,2026-03-05,Google Ads
C1508,Mosaic Insights,Manufacturing,11-50,Minneapolis,MN,Midwest,2025-11-23,LinkedIn
C1509,Legacy Trading,Finance,1-10,Dallas,TX,South,2025-06-19,Referral
C1510,Blue Motors,Finance,1-10,Washington,DC,East,2026-03-15,Google Ads
C1511,Mosaic Services,Technology,51-200,Chicago,IL,Midwest,2025-04-12,Organic Search
C1512,Peak Consulting,Marketing & Media,201-500,Denver,CO,West,2025-05-11,Referral
C1513,Rapid Health,Education,11-50,Chicago,IL,Midwest,2026-01-15,Cold Outreach
C1514,Vivid Print,Education,1-10,Portland,OR,West,2026-03-09,Organic Search
C1515,Haven Digital,Finance,1-10,Washington,DC,East,2026-05-09,Webinar
C1516,Vivid Networks,Professional Services,51-200,Los Angeles,CA,West,2025-07-09,Cold Outreach
C1517,Cedar Analytics,Finance,201-500,Columbus,OH,Midwest,2025-03-01,Referral
C1518,Pulse Group,Professional Services,11-50,Columbus,OH,Midwest,2026-06-28,Organic Search
C1519,Vertex Events,Technology,51-200,New York,NY,East,2025-04-08,Referral
C1520,Orbit Ventures,Marketing & Media,51-200,Denver,CO,West,2025-05-06,Cold Outreach
C1521,Anchor Digital,Professional Services,201-500,Phoenix,AZ,West,2025-07-05,Organic Search
C1522,Crest Analytics,Professional Services,201-500,New York,NY,East,2025-12-31,Webinar
C1523,Clear Health,E-commerce & Retail,1-10,San Diego,CA,West,2026-05-15,Webinar
C1524,Crest Legal,E-commerce & Retail,51-200,Seattle,WA,West,2026-03-11,LinkedIn
C1525,Fusion Media,Education,201-500,Austin,TX,South,2026-02-12,Referral
C1526,Legacy Textiles,E-commerce & Retail,500+,Dallas,TX,South,2025-05-03,LinkedIn
C1527,Rapid Systems,Marketing & Media,51-200,Minneapolis,MN,Midwest,2025-09-10,Referral
C1528,Indigo Solutions,Finance,1-10,Boston,MA,East,2025-11-08,Cold Outreach
C1529,Canyon Labs,E-commerce & Retail,51-200,Baltimore,MD,East,2025-04-25,Google Ads
C1530,Blue Textiles,Healthcare,51-200,Baltimore,MD,East,2025-07-02,Google Ads
C1531,Silver Sports,Professional Services,11-50,Portland,OR,West,2025-08-14,Organic Search
C1532,Harbor Motors,Finance,500+,Dallas,TX,South,2025-04-24,Webinar
C1533,Clear Ventures,Technology,11-50,Charlotte,NC,South,2025-12-26,Organic Search
C1534,Drift Sports,Technology,201-500,San Diego,CA,West,2026-02-15,Cold Outreach
C1535,Canyon Creative,Professional Services,11-50,San Francisco,CA,West,2025-02-07,Organic Search
C1536,Bright Learning,Technology,1-10,Minneapolis,MN,Midwest,2025-11-11,Organic Search
C1537,Canyon Farms,Professional Services,51-200,Washington,DC,East,2026-03-07,Webinar
C1538,Quantum Textiles,Technology,51-200,New York,NY,East,2026-03-21,LinkedIn
C1539,Clear Creative,Finance,201-500,Austin,TX,South,2026-04-09,Organic Search
C1540,Central Systems,Education,51-200,Washington,DC,East,2025-10-20,Google Ads
C1541,Beacon Stores,Finance,1-10,Denver,CO,West,2026-04-20,Google Ads
C1542,Rapid Farms,Education,500+,Miami,FL,South,2025-06-29,Google Ads
C1543,True Ventures,Technology,51-200,Detroit,MI,Midwest,2025-09-12,Organic Search
C1544,Pulse Logistics,Healthcare,11-50,Los Angeles,CA,West,2025-05-30,LinkedIn
C1545,Legacy Partners,Healthcare,201-500,Portland,OR,West,2025-11-13,Organic Search
C1546,Stellar Farms,Professional Services,1-10,Austin,TX,South,2025-09-21,Google Ads
C1547,Solid Stores,Technology,1-10,New York,NY,East,2025-06-20,Google Ads
C1548,Mosaic Farms,Marketing & Media,51-200,Boston,MA,East,2026-03-26,Organic Search
C1549,Maple Solutions,E-commerce & Retail,51-200,Boston,MA,East,2025-08-15,Webinar
C1550,Lunar Payments,Manufacturing,11-50,Atlanta,GA,South,2025-07-25,Organic Search
C1551,Atlas Foods,Professional Services,500+,Washington,DC,East,2025-04-11,Google Ads
C1552,Harbor Commerce,Professional Services,11-50,Seattle,WA,West,2025-10-16,LinkedIn
C1553,Flint Tech,Healthcare,500+,San Francisco,CA,West,2025-08-16,Webinar
C1554,Prime Metrics,Healthcare,1-10,Boston,MA,East,2025-09-22,Cold Outreach
C1555,Echo Analytics,Professional Services,1-10,Minneapolis,MN,Midwest,2025-06-19,Cold Outreach
C1556,Nimbus Supply,Professional Services,1-10,New York,NY,East,2026-03-03,Webinar
C1557,Summit Automation,Education,1-10,New York,NY,East,2026-06-25,LinkedIn
C1558,Summit Legal,Education,11-50,Columbus,OH,Midwest,2025-11-23,Webinar
C1559,Maple Software,Professional Services,201-500,New York,NY,East,2026-01-04,Google Ads
C1560,Golden Dynamics,Technology,201-500,New York,NY,East,2026-05-30,Cold Outreach
C1561,Summit Commerce,Marketing & Media,51-200,San Diego,CA,West,2026-06-20,Cold Outreach
C1562,Flint Dynamics,Manufacturing,1-10,Austin,TX,South,2026-01-03,Webinar
C1563,Solar Studios,Healthcare,201-500,Austin,TX,South,2026-05-16,Organic Search
C1564,Spark Dynamics,Technology,11-50,Austin,TX,South,2026-05-26,Cold Outreach
C1565,Harbor Optics,Healthcare,51-200,Los Angeles,CA,West,2026-03-09,Google Ads
C1566,Maple Capital,E-commerce & Retail,51-200,Washington,DC,East,2025-11-28,LinkedIn
C1567,Pulse Solutions,Education,1-10,Portland,OR,West,2025-03-13,Organic Search
C1568,True Apps,Education,11-50,Detroit,MI,Midwest,2025-01-08,LinkedIn
C1569,Quantum Farms,Technology,500+,San Francisco,CA,West,2025-11-11,Referral
C1570,Maple Works,Finance,11-50,Atlanta,GA,South,2025-11-16,Organic Search
C1571,North Digital,Technology,51-200,Houston,TX,South,2025-10-22,Google Ads
C1572,Pixel Wellness,Professional Services,500+,Portland,OR,West,2026-01-29,Organic Search
C1573,Beacon Payments,Technology,11-50,Boston,MA,East,2025-12-07,Referral
C1574,Juniper Builders,E-commerce & Retail,11-50,San Diego,CA,West,2026-04-29,Referral
C1575,Flint Signals,Healthcare,11-50,Baltimore,MD,East,2025-03-17,Referral
C1576,Juniper Apps,E-commerce & Retail,201-500,Detroit,MI,Midwest,2025-06-04,Google Ads
C1577,Legacy Solutions,Healthcare,11-50,Washington,DC,East,2026-03-29,Cold Outreach
C1578,Coastal Partners,E-commerce & Retail,11-50,Kansas City,MO,Midwest,2026-04-11,Referral
C1579,Indigo Analytics,E-commerce & Retail,11-50,San Diego,CA,West,2026-06-19,Google Ads
C1580,Bright Works,Technology,500+,Philadelphia,PA,East,2026-05-22,Organic Search
C1581,Solid Analytics,Marketing & Media,201-500,Minneapolis,MN,Midwest,2026-05-01,Organic Search
C1582,Fusion Services,Healthcare,51-200,Minneapolis,MN,Midwest,2025-08-07,Organic Search
C1583,Alpine Forge,Marketing & Media,500+,San Diego,CA,West,2025-09-21,Google Ads
C1584,Anchor Commerce,Education,51-200,Atlanta,GA,South,2025-07-11,Google Ads
C1585,Solar Digital,Marketing & Media,500+,Detroit,MI,Midwest,2026-01-01,Google Ads
C1586,Anchor Capital,Education,1-10,Miami,FL,South,2026-06-01,Google Ads
C1587,Pioneer Data,Technology,11-50,Atlanta,GA,South,2025-08-26,Google Ads
C1588,Iron Realty,Education,201-500,Los Angeles,CA,West,2025-12-05,Cold Outreach
C1589,Silver Logistics,Technology,11-50,San Francisco,CA,West,2025-07-04,LinkedIn
C1590,Swift Tech,Healthcare,11-50,Houston,TX,South,2025-05-18,Organic Search
C1591,Pioneer Creative,Marketing & Media,51-200,New York,NY,East,2025-05-04,Referral
C1592,Haven Robotics,E-commerce & Retail,51-200,San Francisco,CA,West,2025-02-19,LinkedIn
C1593,North Industries,Technology,11-50,Seattle,WA,West,2026-06-17,Google Ads
C1594,Apex Apps,Education,11-50,Philadelphia,PA,East,2025-09-20,Google Ads
C1595,Ember Design,Healthcare,11-50,Boston,MA,East,2026-04-15,Google Ads
C1596,Rapid Media,Manufacturing,1-10,Baltimore,MD,East,2026-02-22,LinkedIn
C1597,Ember Biotech,E-commerce & Retail,11-50,Baltimore,MD,East,2025-05-20,Organic Search
C1598,Vertex Group,Healthcare,51-200,Denver,CO,West,2025-05-13,Organic Search
C1599,Atlas Tech,Education,201-500,Kansas City,MO,Midwest,2026-04-01,LinkedIn
C1600,Swift Foods,Technology,11-50,New York,NY,East,2025-07-09,Webinar
C1601,Indigo Studios,E-commerce & Retail,11-50,Seattle,WA,West,2026-05-05,Organic Search
C1602,Alpine Partners,Finance,51-200,Boston,MA,East,2025-04-01,LinkedIn
C1603,Clear Events,E-commerce & Retail,1-10,Baltimore,MD,East,2026-02-08,LinkedIn
C1604,Pioneer Foods,Technology,11-50,Philadelphia,PA,East,2026-04-07,Referral
C1605,Indigo Digital,Finance,1-10,Washington,DC,East,2025-06-03,Referral
C1606,Cedar Industries,E-commerce & Retail,51-200,Houston,TX,South,2025-07-10,Referral
C1607,Cedar Consulting,Finance,1-10,Miami,FL,South,2026-06-16,Google Ads
C1608,Flint Optics,Marketing & Media,11-50,Phoenix,AZ,West,2025-07-06,Organic Search
C1609,Nova Software,Finance,51-200,Phoenix,AZ,West,2025-10-09,Cold Outreach
C1610,Golden Health,Professional Services,201-500,Los Angeles,CA,West,2025-10-01,Organic Search
C1611,Haven Travel,Technology,51-200,Washington,DC,East,2025-07-02,Webinar
C1612,Central Apps,Marketing & Media,500+,Washington,DC,East,2026-03-05,Organic Search
C1613,Pulse Cloud,Manufacturing,51-200,Houston,TX,South,2026-03-15,LinkedIn
C1614,Summit Wellness,Professional Services,11-50,San Francisco,CA,West,2025-09-20,Organic Search
C1615,Peak Works,Technology,11-50,Dallas,TX,South,2026-04-24,Organic Search
C1616,Pixel Analytics,Healthcare,1-10,Phoenix,AZ,West,2025-06-19,Cold Outreach
C1617,Prime Services,Technology,11-50,Boston,MA,East,2025-01-20,Google Ads
C1618,Summit Analytics,Professional Services,1-10,Houston,TX,South,2026-01-30,LinkedIn
C1619,Copper Studios,Finance,11-50,Phoenix,AZ,West,2026-06-08,LinkedIn
C1620,North Motors,Finance,51-200,Washington,DC,East,2025-02-23,Cold Outreach
C1621,Flint Automation,Marketing & Media,51-200,Boston,MA,East,2025-06-29,LinkedIn
C1622,Copper Robotics,Healthcare,11-50,Charlotte,NC,South,2025-12-18,Webinar
C1623,Alpine Media,Technology,11-50,San Francisco,CA,West,2026-04-26,Cold Outreach
C1624,Alpine Biotech,Education,1-10,Detroit,MI,Midwest,2025-03-05,Organic Search
C1625,Fusion Digital,Finance,11-50,Minneapolis,MN,Midwest,2025-09-27,Cold Outreach
C1626,Swift Wellness,Healthcare,11-50,Houston,TX,South,2026-03-18,Webinar
C1627,Zen Sports,Professional Services,11-50,Los Angeles,CA,West,2025-09-07,Google Ads
C1628,Silver Networks,Technology,11-50,Miami,FL,South,2025-05-02,LinkedIn
C1629,Metro Services,Technology,500+,Denver,CO,West,2025-05-23,Organic Search
C1630,Spark Analytics,Finance,51-200,Columbus,OH,Midwest,2025-10-14,Referral
C1631,Blue Gaming,Education,51-200,Baltimore,MD,East,2025-11-10,Google Ads
C1632,Flint Design,Technology,1-10,San Diego,CA,West,2026-05-13,Referral
C1633,Bold Security,Education,1-10,Denver,CO,West,2026-01-31,Organic Search
C1634,Echo Biotech,Healthcare,11-50,Charlotte,NC,South,2026-02-12,LinkedIn
C1635,Vertex Software,Healthcare,500+,Kansas City,MO,Midwest,2026-06-03,Google Ads
C1636,Maple Events,Healthcare,1-10,Washington,DC,East,2025-10-09,Referral
C1637,Peak Software,Technology,11-50,Philadelphia,PA,East,2025-10-05,LinkedIn
C1638,Beacon Realty,Marketing & Media,500+,Austin,TX,South,2026-05-22,LinkedIn
C1639,United Digital,E-commerce & Retail,11-50,Miami,FL,South,2025-06-25,Organic Search
C1640,Ember Media,Finance,11-50,Dallas,TX,South,2026-02-24,Google Ads
C1641,Golden Creative,Healthcare,51-200,New York,NY,East,2026-03-20,Organic Search
C1642,Silver Motors,Manufacturing,11-50,Charlotte,NC,South,2025-03-24,Webinar
C1643,Juniper Forge,Technology,500+,Minneapolis,MN,Midwest,2025-11-13,Google Ads
C1644,Flint Wellness,Finance,1-10,Portland,OR,West,2025-05-20,Referral
C1645,Legacy Talent,Marketing & Media,201-500,Baltimore,MD,East,2025-05-04,Google Ads
C1646,United Health,Technology,11-50,Portland,OR,West,2025-11-17,Referral
C1647,Iron Metrics,Manufacturing,201-500,Washington,DC,East,2025-07-18,Google Ads
C1648,Prime Forge,Manufacturing,201-500,Nashville,TN,South,2026-04-01,Organic Search
C1649,Quantum Apps,Marketing & Media,201-500,Los Angeles,CA,West,2026-05-17,Organic Search
C1650,Nova Labs,Manufacturing,201-500,Baltimore,MD,East,2026-04-22,Google Ads
C1651,United Textiles,Technology,51-200,Phoenix,AZ,West,2025-07-12,Organic Search
C1652,Blue Talent,Manufacturing,1-10,Minneapolis,MN,Midwest,2025-07-17,Organic Search
C1653,Golden Talent,Education,1-10,Nashville,TN,South,2025-07-09,LinkedIn
C1654,Lunar Group,Technology,11-50,New York,NY,East,2025-04-09,Webinar
C1655,Grove Group,Healthcare,11-50,Austin,TX,South,2026-06-04,Organic Search
C1656,Stellar Metrics,Education,11-50,Los Angeles,CA,West,2025-09-10,Webinar
C1657,United Cloud,Marketing & Media,51-200,Houston,TX,South,2025-06-25,Organic Search
C1658,Delta Motors,Marketing & Media,51-200,Houston,TX,South,2026-04-29,Google Ads
C1659,Fusion Energy,E-commerce & Retail,500+,San Diego,CA,West,2025-09-20,Google Ads
C1660,Nova Partners,Technology,11-50,Minneapolis,MN,Midwest,2025-01-20,Organic Search
C1661,Core Robotics,Technology,201-500,San Diego,CA,West,2025-05-20,Organic Search
C1662,Keystone Textiles,Marketing & Media,51-200,Charlotte,NC,South,2026-01-15,Cold Outreach
C1663,North Optics,E-commerce & Retail,500+,San Francisco,CA,West,2026-03-14,Referral
C1664,Silver Insights,Marketing & Media,51-200,Miami,FL,South,2025-06-19,LinkedIn
C1665,Copper Metrics,Healthcare,11-50,Seattle,WA,West,2026-05-25,LinkedIn
C1666,Pioneer Ventures,Technology,1-10,Portland,OR,West,2026-04-13,Organic Search
C1667,Bold Robotics,Technology,500+,Philadelphia,PA,East,2026-04-17,LinkedIn
C1668,Swift Metrics,E-commerce & Retail,51-200,Minneapolis,MN,Midwest,2025-06-15,Google Ads
C1669,True Trading,Technology,201-500,Seattle,WA,West,2025-02-08,Google Ads
C1670,Clear Labs,E-commerce & Retail,201-500,Atlanta,GA,South,2026-05-09,Organic Search
C1671,Canyon Energy,Finance,51-200,New York,NY,East,2025-08-03,Google Ads
C1672,Apex Solutions,E-commerce & Retail,51-200,Austin,TX,South,2026-01-14,Referral
C1673,Core Payments,Finance,500+,Portland,OR,West,2026-03-23,Google Ads
C1674,Core Works,Professional Services,201-500,Baltimore,MD,East,2025-04-21,Google Ads
C1675,Echo Security,Technology,11-50,Columbus,OH,Midwest,2026-03-31,Webinar
C1676,Vivid Forge,Professional Services,1-10,Phoenix,AZ,West,2026-06-02,Webinar
C1677,Beacon Dynamics,Marketing & Media,1-10,New York,NY,East,2026-02-22,LinkedIn
C1678,Clear Works,Technology,11-50,Kansas City,MO,Midwest,2025-10-25,LinkedIn
C1679,Beacon Farms,Healthcare,201-500,Portland,OR,West,2026-05-14,Referral
C1680,Delta Capital,Marketing & Media,201-500,Washington,DC,East,2025-12-09,Google Ads
C1681,Iron Stores,Finance,11-50,San Francisco,CA,West,2026-03-12,Organic Search
C1682,Vivid Optics,Education,11-50,Houston,TX,South,2026-04-21,Google Ads
C1683,Bold Health,Education,11-50,Minneapolis,MN,Midwest,2026-03-27,Organic Search
C1684,Haven Analytics,Healthcare,201-500,Charlotte,NC,South,2025-07-20,Webinar
C1685,Apex Services,Manufacturing,51-200,Nashville,TN,South,2025-04-16,Referral
C1686,Onyx Supply,Finance,1-10,Baltimore,MD,East,2025-06-20,Webinar
C1687,Coastal Farms,Technology,11-50,Phoenix,AZ,West,2025-11-03,Referral
C1688,Metro Gaming,Education,51-200,San Diego,CA,West,2025-11-19,LinkedIn
C1689,Beacon Talent,Marketing & Media,51-200,Seattle,WA,West,2026-01-02,Referral
C1690,Grove Consulting,Technology,201-500,Seattle,WA,West,2025-09-29,Referral
C1691,Alpine Design,Technology,500+,Charlotte,NC,South,2026-03-28,Organic Search
C1692,Quantum Realty,Marketing & Media,1-10,Portland,OR,West,2026-05-16,Organic Search
C1693,Fusion Builders,Marketing & Media,11-50,Phoenix,AZ,West,2025-06-12,LinkedIn
C1694,Pulse Networks,Marketing & Media,11-50,Washington,DC,East,2026-03-23,Google Ads
